iter	Passed	Remaining
292	576	1391
293	579	1390
294	581	1389
295	583	1387
296	585	1385
297	587	1383
298	589	1381
299	591	1380
300	594	1381
301	597	1381
302	600	1380
303	602	1378
304	604	1376
305	605	1374
306	607	1371
307	609	1369
308	611	1367
309	613	1366
310	615	1363
311	617	1362
312	619	1359
313	621	1356
314	622	1354
315	624	1352
316	627	1351
317	629	1350
318	631	1348
319	633	1345
320	635	1344
321	637	1341
322	639	1339
323	641	1337
324	643	1335
325	644	1333
326	647	1332
327	649	1331
328	651	1328
329	653	1326
330	655	1324
331	657	1322
332	660	1323
333	663	1322
334	665	1321
335	667	1318
336	668	1316
337	671	1315
338	673	1313
339	675	1310
340	677	1309
341	679	1307
342	681	1306
343	684	1305
344	686	1303
345	689	1302
346	691	1301
347	693	1299
348	695	1297
349	697	1295
350	699	1293
351	701	1291
352	704	1290
353	706	1288
354	708	1287
355	710	1284
356	712	1282
357	714	1280
358	716	1278
359	718	1277
360	720	1275
361	722	1273
362	724	1271
363	726	1269
364	728	1267
365	730	1265
366	732	1263
367	734	1261
368	736	1259
369	738	1257
370	740	1255
371	742	1253
372	744	1250
373	746	1249
374	748	1247
375	750	1244
376	751	1242
377	753	1240
378	755	1238
379	757	1235
380	759	1233
381	761	1231
382	763	1229
383	764	1227
384	766	1224
385	768	1222
386	769	1219
387	771	1216
388	772	1214
389	774	1211
390	775	1208
391	777	1205
392	779	1203
393	780	1200
394	782	1197
395	783	1195
396	785	1192
397	786	1190
398	787	1186
399	789	1183
400	790	1180
401	792	1178
402	793	1175
403	794	1172
404	796	1170
405	797	1167
406	799	1164
407	800	1162
408	802	1159
409	803	1156
410	805	1154
411	806	1151
412	808	1148
413	809	1146
414	811	1144
415	813	1142
416	815	1140
417	817	1138
418	819	1135
419	821	1133
420	822	1131
421	824	1129
422	826	1127
423	827	1124
424	829	1122
425	830	1119
426	832	1117
427	834	1114
428	835	1112
429	837	1109
430	838	1106
431	839	1104
432	841	1101
433	842	1099
434	844	1096
435	846	1094
436	847	1092
437	849	1089
438	850	1086
439	852	1084
440	853	1082
441	855	1079
442	857	1077
443	858	1075
444	860	1073
445	861	1070
446	863	1068
447	864	1065
448	867	1064
449	869	1062
450	871	1061
451	872	1058
452	874	1056
453	876	1054
454	878	1052
455	880	1050
456	882	1049
457	884	1046
458	886	1044
459	887	1042
460	889	1039
461	890	1037
462	892	1034
463	893	1032
464	895	1030
465	897	1028
466	899	1026
467	901	1024
468	902	1022
469	904	1019
470	905	1017
471	907	1015
472	908	1012
473	910	1010
474	912	1008
475	913	1006
476	915	1003
477	917	1001
478	918	999
479	920	997
480	923	995
481	924	993
482	926	991
483	927	989
484	930	987
485	932	986
486	934	983
487	935	981
488	937	979
489	939	977
490	940	975
491	943	974
492	945	972
493	947	970
494	948	968
495	950	965
496	953	964
497	955	963
498	957	961
499	958	958
500	960	956
501	962	955
502	965	954
503	967	952
504	970	950
505	971	948
506	973	947
507	976	945
508	979	944
509	981	942
510	983	940
511	985	939
512	988	938
513	990	936
514	992	934
515	994	933
516	997	931
517	999	930
518	1001	928
519	1003	926
520	1005	924
521	1010	925
522	1013	924
523	1016	923
524	1021	923
525	1024	923
526	1026	921
527	1050	938
528	1052	937
529	1055	936
530	1061	937
531	1063	935
532	1065	933
533	1066	930
534	1071	930
535	1073	929
536	1075	927
537	1078	926
538	1080	924
539	1082	922
540	1084	920
541	1086	917
542	1087	915
543	1089	913
544	1091	911
545	1094	909
546	1095	907
547	1097	905
548	1099	903
549	1101	900
550	1103	899
551	1105	897
552	1107	895
553	1109	892
554	1111	891
555	1113	889
556	1116	887
557	1118	885
558	1119	883
559	1121	881
560	1123	879
561	1126	877
562	1128	875
563	1130	873
564	1131	871
565	1133	868
566	1134	866
567	1136	864
568	1138	862
569	1152	869
570	1154	867
571	1156	865
572	1159	863
573	1162	862
574	1164	860
575	1166	858
576	1168	856
577	1172	856
578	1174	854
579	1176	852
580	1178	849
581	1180	847
582	1184	846
583	1186	845
584	1188	843
585	1190	841
586	1192	839
587	1194	837
588	1197	835
589	1199	833
590	1201	831
591	1202	829
592	1205	827
593	1207	825
594	1209	823
595	1210	820
596	1212	818
597	1214	816
598	1216	814
599	1218	812
600	1220	810
601	1222	808
602	1224	806
603	1226	804
604	1228	802
605	1231	800
606	1232	798
607	1234	795
608	1236	793
609	1237	791
610	1240	790
611	1242	788
612	1244	785
613	1245	783
614	1247	780
615	1249	778
616	1250	776
617	1253	774
618	1255	772
619	1256	770
620	1258	767
621	1259	765
622	1261	763
623	1262	760
624	1264	758
625	1266	756
626	1268	754
627	1269	752
628	1271	749
629	1272	747
630	1275	745
631	1277	743
632	1278	741
633	1280	739
634	1282	736
635	1283	734
636	1285	732
637	1287	730
638	1290	728
639	1291	726
640	1294	724
641	1295	722
642	1298	720
643	1301	719
644	1302	717
645	1304	714
646	1305	712
647	1307	710
648	1309	708
649	1312	706
650	1313	704
651	1315	702
652	1317	700
653	1319	698
654	1322	696
655	1323	694
656	1325	692
657	1327	689
658	1329	687
659	1330	685
660	1333	683
661	1335	681
662	1337	679
663	1339	678
664	1341	675
665	1343	673
666	1345	671
667	1347	669
668	1349	667
669	1352	666
670	1356	665
671	1359	663
672	1361	661
673	1363	659
674	1365	657
675	1368	655
676	1371	654
677	1373	652
678	1375	650
679	1378	648
680	1380	646
681	1383	644
682	1385	643
683	1387	641
684	1390	639
685	1392	637
686	1395	635
687	1397	633
688	1399	631
689	1402	629
690	1403	627
691	1404	625
692	1406	623
693	1408	621
694	1410	618
695	1411	616
696	1413	614
697	1415	612
698	1417	610
699	1419	608
700	1421	606
701	1422	604
702	1425	602
703	1426	599
704	1428	597
705	1430	595
706	1432	593
707	1433	591
708	1435	589
709	1436	586
710	1438	584
711	1439	582
712	1441	580
713	1443	578
714	1445	576
715	1447	574
716	1449	572
717	1451	569
718	1452	567
719	1454	565
720	1456	563
721	1457	561
722	1459	559
723	1460	556
724	1462	554
725	1463	552
726	1465	550
727	1466	548
728	1468	546
729	1470	543
730	1471	541
731	1473	539
732	1475	537
733	1476	535
734	1478	532
735	1479	530
736	1481	528
737	1483	526
738	1484	524
739	1486	522
740	1488	520
741	1490	518
742	1491	516
743	1493	513
744	1494	511
745	1496	509
746	1499	507
747	1500	505
748	1502	503
749	1504	501
750	1505	499
751	1507	497
752	1509	495
753	1511	493
754	1512	490
755	1514	488
756	1516	486
757	1517	484
758	1519	482
759	1522	480
760	1523	478
761	1525	476
762	1527	474
763	1528	472
764	1530	470
765	1533	468
766	1536	466
767	1538	464
768	1539	462
769	1541	460
770	1543	458
771	1545	456
772	1547	454
773	1548	452
774	1550	450
775	1552	448
776	1555	446
777	1556	444
778	1558	442
779	1560	440
780	1561	437
781	1563	435
782	1565	433
783	1568	432
784	1569	429
785	1571	427
786	1572	425
787	1574	423
788	1576	421
789	1578	419
790	1580	417
791	1582	415
792	1584	413
793	1587	411
794	1589	409
795	1591	407
796	1593	405
797	1595	403
798	1598	402
799	1600	400
800	1602	398
801	1604	396
802	1606	394
803	1607	391
804	1609	389
805	1611	387
806	1613	385
807	1615	383
808	1616	381
809	1618	379
810	1619	377
811	1623	375
812	1625	373
813	1627	371
814	1629	369
815	1631	367
816	1633	365
817	1636	364
818	1638	362
819	1640	360
820	1642	358
821	1645	356
822	1647	354
823	1649	352
824	1651	350
825	1653	348
826	1654	346
827	1658	344
828	1660	342
829	1661	340
830	1663	338
831	1664	336
832	1666	334
833	1668	332
834	1670	330
835	1672	328
836	1673	325
837	1675	323
838	1676	321
839	1678	319
840	1680	317
841	1683	315
842	1684	313
843	1686	311
844	1687	309
845	1689	307
846	1691	305
847	1693	303
848	1695	301
849	1697	299
850	1704	298
851	1706	296
852	1708	294
853	1710	292
854	1712	290
855	1715	288
856	1717	286
857	1718	284
858	1720	282
859	1721	280
860	1723	278
861	1724	276
862	1726	274
863	1728	272
864	1729	269
865	1731	267
866	1732	265
867	1733	263
868	1735	261
869	1737	259
870	1738	257
871	1740	255
872	1742	253
873	1743	251
874	1744	249
875	1746	247
876	1747	245
877	1749	243
878	1751	241
879	1753	239
880	1755	237
881	1757	235
882	1759	233
883	1761	231
884	1763	229
885	1765	227
886	1768	225
887	1770	223
888	1772	221
889	1774	219
890	1776	217
891	1786	216
892	1788	214
893	1790	212
894	1792	210
895	1794	208
896	1796	206
897	1798	204
898	1801	202
899	1803	200
900	1805	198
901	1807	196
902	1809	194
903	1811	192
904	1813	190
905	1815	188
906	1819	186
907	1821	184
908	1822	182
909	1825	180
910	1826	178
911	1828	176
912	1830	174
913	1831	172
914	1833	170
915	1834	168
916	1836	166
917	1837	164
918	1839	162
919	1840	160
920	1842	158
921	1843	155
922	1845	153
923	1846	151
924	1848	149
925	1849	147
926	1851	145
927	1852	143
928	1854	141
929	1856	139
930	1857	137
931	1860	135
932	1862	133
933	1864	131
934	1865	129
935	1867	127
936	1869	125
937	1870	123
938	1872	121
939	1873	119
940	1875	117
941	1877	115
942	1878	113
943	1880	111
944	1881	109
945	1883	107
946	1885	105
947	1886	103
948	1888	101
949	1889	99
950	1891	97
951	1892	95
952	1893	93
953	1895	91
954	1897	89
955	1899	87
956	1901	85
957	1903	83
958	1904	81
959	1906	79
960	1907	77
961	1909	75
962	1911	73
963	1914	71
964	1915	69
965	1917	67
966	1919	65
967	1921	63
968	1924	61
969	1925	59
970	1927	57
971	1928	55
972	1930	53
973	1933	51
974	1935	49
975	1937	47
976	1939	45
977	1940	43
978	1942	41
979	1944	39
980	1946	37
981	1948	35
982	1950	33
983	1951	31
984	1953	29
985	1954	27
986	1957	25
987	1960	23
988	1961	21
989	1963	19
990	1964	17
991	1966	15
992	1968	13
993	1971	11
994	1973	9
995	1974	7
996	1976	5
997	1977	3
998	1980	1
999	1982	0
